date,Neg_Count,Pos_Count,favorites,Count,negcount1day,poscount1day,favcount1day,econcount1day,job_change1day,growthgap1day,change1day
2018-05-02,99,119,2727,10,57.0,69.0,2522.0,5.0,195.0,1.5,0.004206616894683039
2018-05-03,99,95,2156,10,99.0,119.0,2727.0,10.0,195.0,1.5,-0.005892128720350514
2018-05-04,111,126,1776,12,99.0,95.0,2156.0,10.0,195.0,1.5,0.0013726835964310744
2018-05-07,67,65,2437,14,111.0,126.0,1776.0,12.0,153.0,1.5,0.01720709697155094
2018-05-08,65,106,1387,12,67.0,65.0,2437.0,14.0,153.0,1.5,0.00011240586009228357
2018-05-09,69,93,1757,3,65.0,106.0,1387.0,12.0,153.0,1.5,0.0015759849906191966
2018-05-10,71,123,1505,14,69.0,93.0,1757.0,3.0,153.0,1.5,0.006799163179916292
2018-05-11,44,80,1750,6,71.0,123.0,1505.0,14.0,153.0,1.5,0.006214396685655127
2018-05-14,37,68,958,9,44.0,80.0,1750.0,6.0,153.0,1.5,0.0025352733686066936
2018-05-15,69,87,1405,9,37.0,68.0,958.0,9.0,153.0,1.5,-0.0013170410477791644
2018-05-16,67,86,1298,9,69.0,87.0,1405.0,9.0,153.0,1.5,-0.0018041901395484086
2018-05-17,33,65,1805,6,67.0,86.0,1298.0,9.0,153.0,1.5,0.004056944751788828
2018-05-18,70,96,1737,7,33.0,65.0,1805.0,6.0,153.0,1.5,0.00025740972273293074
2018-05-21,55,65,2478,9,70.0,96.0,1737.0,7.0,153.0,1.5,-0.0010676680656800694
2018-05-22,74,97,5579,17,55.0,65.0,2478.0,9.0,153.0,1.5,0.0013186330171056505
2018-05-23,70,107,839,9,74.0,97.0,5579.0,17.0,153.0,1.5,-0.0049277266754269465
2018-05-24,142,117,1582,11,70.0,107.0,839.0,9.0,153.0,1.5,0.008076114614448494
2018-05-25,60,95,2186,11,142.0,117.0,1582.0,11.0,153.0,1.5,-0.0004030632809351568
2018-05-29,56,100,1052,10,60.0,95.0,2186.0,11.0,153.0,1.5,0.0
2018-05-30,94,86,1299,13,56.0,100.0,1052.0,10.0,153.0,1.5,-0.004772298472124673
2018-05-31,97,89,2446,10,94.0,86.0,1299.0,13.0,153.0,1.6,0.0078003696857671485
2018-06-01,85,102,1587,9,97.0,89.0,2446.0,10.0,153.0,1.6,-0.004446077530773395
2018-06-04,66,72,2294,11,85.0,102.0,1587.0,9.0,270.0,1.6,0.004368415256414954
2018-06-05,45,70,1038,6,66.0,72.0,2294.0,11.0,270.0,1.6,0.001347757986376733
2018-06-06,84,106,3963,7,45.0,70.0,1038.0,6.0,270.0,1.6,0.00018178512997640928
2018-06-07,67,110,2195,6,84.0,106.0,3963.0,7.0,270.0,1.6,0.005837775118749616
2018-06-08,84,88,19939,10,67.0,110.0,2195.0,6.0,270.0,1.6,-0.0020867062421298225
2018-06-11,78,117,2079,7,84.0,88.0,19939.0,10.0,270.0,1.6,0.004840166154957468
2018-06-12,65,85,1753,7,78.0,117.0,2079.0,7.0,270.0,1.6,0.0004309725614136063
2018-06-13,107,112,3778,12,65.0,85.0,1753.0,7.0,270.0,1.6,-0.0003942228434216995
2018-06-14,114,156,2481,15,107.0,112.0,3778.0,12.0,270.0,1.6,-0.004154876607328432
2018-06-15,108,163,3080,15,114.0,156.0,2481.0,15.0,270.0,1.6,-0.0010035482599189017
2018-06-18,83,90,4243,13,108.0,163.0,3080.0,15.0,270.0,1.6,0.0019161243673173273
2018-06-19,136,148,3380,18,83.0,90.0,4243.0,13.0,270.0,1.6,0.003883988529529177
2018-06-20,117,175,3453,18,136.0,148.0,3380.0,18.0,270.0,1.6,0.005474452554744526
2018-06-21,109,112,2974,19,117.0,175.0,3453.0,18.0,270.0,1.6,-0.0010858942339014538
2018-06-22,120,101,1657,9,109.0,112.0,2974.0,19.0,270.0,1.6,-0.006232787360486921
2018-06-25,125,106,2466,14,120.0,101.0,1657.0,9.0,270.0,1.6,-0.0033374446782268585
2018-06-26,82,87,1486,12,125.0,106.0,2466.0,14.0,270.0,1.6,-0.00892334698654183
2018-06-27,93,105,3309,12,82.0,87.0,1486.0,12.0,270.0,1.6,-0.00014725371815624952
2018-06-28,134,175,1693,16,93.0,105.0,3309.0,12.0,270.0,1.6,-0.01068831264232707
2018-06-29,64,58,1611,4,134.0,175.0,1693.0,16.0,270.0,1.8,0.005941550001856607
2018-07-02,76,101,1903,9,64.0,58.0,1611.0,4.0,270.0,1.8,-0.003086873438189151
2018-07-03,53,47,1807,6,76.0,101.0,1903.0,9.0,270.0,1.8,0.008719528032355098
2018-07-05,61,135,1859,5,53.0,47.0,1807.0,6.0,270.0,1.8,-0.0072195550994980295
2018-07-06,41,41,2964,8,61.0,135.0,1859.0,5.0,270.0,1.8,0.003453723775581429
2018-07-09,79,80,2090,11,41.0,41.0,2964.0,8.0,214.0,1.8,0.008347367650289338
2018-07-10,117,165,1253,24,79.0,80.0,2090.0,11.0,214.0,1.8,0.0048815765684323475
2018-07-11,84,130,1988,14,117.0,165.0,1253.0,24.0,214.0,1.8,0.0017599942530798184
2018-07-12,67,86,2086,6,84.0,130.0,1988.0,14.0,214.0,1.8,-0.0010463647844126418
2018-07-13,104,127,1450,8,67.0,86.0,2086.0,6.0,214.0,1.8,0.00391691821187305
2018-07-16,74,54,1635,2,104.0,127.0,1450.0,8.0,214.0,1.8,0.0015044596482428597
2018-07-17,95,156,3591,14,74.0,54.0,1635.0,2.0,214.0,1.8,-0.0010728078958661543
2018-07-18,85,92,1540,3,95.0,156.0,3591.0,14.0,214.0,1.8,0.007182102201314324
2018-07-19,84,133,1657,11,85.0,92.0,1540.0,3.0,214.0,1.8,0.0017821499857428
2018-07-20,102,149,2773,19,84.0,133.0,1657.0,11.0,214.0,1.8,-0.001105918447433207
2018-07-23,86,106,2026,10,102.0,149.0,2773.0,19.0,214.0,1.8,-0.00032169281910131536
2018-07-24,87,96,1741,9,86.0,106.0,2026.0,10.0,214.0,1.8,0.002683843263553409
2018-07-25,96,187,4459,13,87.0,96.0,1741.0,9.0,214.0,1.8,-0.0006387735547748565
2018-07-26,182,190,4651,19,96.0,187.0,4459.0,13.0,214.0,1.8,0.009526179220132965
2018-07-27,127,120,3930,13,182.0,190.0,4651.0,19.0,214.0,1.8,0.0004943502824858275
2018-07-30,122,142,2887,26,127.0,120.0,3930.0,13.0,214.0,-1.4,-0.008071622431355834
2018-07-31,75,100,3106,7,122.0,142.0,2887.0,26.0,214.0,-1.4,-0.005541543817271153
2018-08-01,68,94,2329,11,75.0,100.0,3106.0,7.0,214.0,-1.4,0.0018517859050602966
2018-08-02,127,123,2149,16,68.0,94.0,2329.0,11.0,214.0,-1.4,-0.002486148600653461
2018-08-03,81,122,1333,10,127.0,123.0,2149.0,16.0,214.0,-1.4,0.010737678513905294
2018-08-06,53,82,1808,11,81.0,122.0,1333.0,10.0,149.0,-1.4,0.003787208438042155
2018-08-07,163,212,3195,18,53.0,82.0,1808.0,11.0,149.0,-1.4,0.003525595825694542
2018-08-08,194,232,4139,24,163.0,212.0,3195.0,18.0,149.0,-1.4,0.0006657556326430419
2018-08-09,69,87,3885,14,194.0,232.0,4139.0,24.0,149.0,-1.4,0.0002452783909737313
2018-08-10,96,139,1094,21,69.0,87.0,3885.0,14.0,149.0,-1.4,-0.0016110391202324786
2018-08-13,81,87,1408,8,96.0,139.0,1094.0,21.0,149.0,-1.4,-0.001023108131945541
2018-08-14,95,102,2926,18,81.0,87.0,1408.0,8.0,149.0,-1.4,-0.0048329629237661995
2018-08-15,140,168,2637,17,95.0,102.0,2926.0,18.0,149.0,-1.4,0.00346387671426538
2018-08-16,106,119,2653,13,140.0,168.0,2637.0,17.0,149.0,-1.4,-0.002124796373680936
2018-08-17,115,130,1889,24,106.0,119.0,2653.0,13.0,149.0,-1.4,0.002328863796753793
2018-08-20,101,151,1248,16,115.0,130.0,1889.0,24.0,149.0,-1.4,0.004333579959835177
2018-08-21,64,83,1051,4,101.0,151.0,1248.0,16.0,149.0,-1.4,0.00035017683930392806
2018-08-22,76,114,1434,14,64.0,83.0,1051.0,4.0,149.0,-1.4,0.0003144104803492576
2018-08-23,62,103,1560,11,76.0,114.0,1434.0,14.0,149.0,-1.4,0.0010144116412481477
2018-08-24,71,114,1654,4,62.0,103.0,1560.0,11.0,149.0,-1.4,-0.0006294366541945198
2018-08-27,66,141,1947,9,71.0,114.0,1654.0,4.0,149.0,-1.4,0.0037355118000279054
2018-08-28,58,116,5621,8,66.0,141.0,1947.0,9.0,149.0,-1.4,0.003184933878003043
2018-08-29,64,107,1602,7,58.0,116.0,5621.0,8.0,149.0,-1.4,-0.0013089906992765946
2018-08-30,127,160,2578,16,64.0,107.0,1602.0,7.0,149.0,-1.5,0.004549214226633558
2018-08-31,71,94,1730,11,127.0,160.0,2578.0,16.0,149.0,-1.5,-0.0021997662748332518
2018-09-04,65,75,1732,4,71.0,94.0,1730.0,11.0,149.0,-1.5,0.0016215843223848585
2018-09-05,84,116,4649,16,65.0,75.0,1732.0,4.0,149.0,-1.5,-0.00010350538227978444
2018-09-06,137,133,6823,24,84.0,116.0,4649.0,16.0,149.0,-1.5,-0.0013130161362774346
2018-09-07,82,113,1626,20,137.0,133.0,6823.0,24.0,149.0,-1.5,-0.0034238284627354397
2018-09-10,107,107,1739,11,82.0,113.0,1626.0,20.0,229.0,-1.5,0.0021604292982089503
2018-09-11,54,92,1914,12,107.0,107.0,1739.0,11.0,229.0,-1.5,-0.002216526979289279
2018-09-12,189,244,2684,25,54.0,92.0,1914.0,12.0,229.0,-1.5,0.005846121724605933
2018-09-13,163,179,1299,14,189.0,244.0,2684.0,25.0,229.0,-1.5,0.00020756936276206415
2018-09-14,75,104,3249,10,163.0,179.0,1299.0,14.0,229.0,-1.5,0.0017566822816202498
2018-09-17,108,108,1530,14,75.0,104.0,3249.0,10.0,229.0,-1.5,-0.0006184291898577848
2018-09-18,112,169,2223,10,108.0,108.0,1530.0,14.0,229.0,-1.5,-0.005089058524173091
2018-09-19,96,149,2163,5,112.0,169.0,2223.0,10.0,229.0,-1.5,0.00459285862283321
2018-09-20,126,208,3034,22,96.0,149.0,2163.0,5.0,229.0,-1.5,0.000859195106024676
2018-09-21,190,222,4905,26,126.0,208.0,3034.0,22.0,229.0,-1.5,0.003212137780207757
2018-09-24,119,107,2211,9,190.0,222.0,4905.0,26.0,229.0,-1.5,-0.0037531133781431173
2018-09-25,102,117,1967,16,119.0,107.0,2211.0,9.0,229.0,-1.5,-0.001098373034941969
2018-09-26,118,139,2984,11,102.0,117.0,1967.0,16.0,229.0,-1.5,-0.0026755393956024174
2018-09-27,178,220,5061,26,118.0,139.0,2984.0,11.0,229.0,-1.5,-0.0035406139355815525
2018-09-28,170,142,1751,19,178.0,220.0,5061.0,26.0,229.0,-1.4,0.0009641541269239099
2018-10-01,95,124,145,8,170.0,142.0,1751.0,19.0,229.0,-1.4,0.002517328183730536
2018-10-02,87,97,153,13,95.0,124.0,145.0,8.0,229.0,-1.4,-0.0013008798055526868
2018-10-03,125,189,138,21,87.0,97.0,153.0,13.0,229.0,-1.4,0.0
2018-10-04,111,145,128,15,125.0,189.0,138.0,21.0,229.0,-1.4,-0.0034843205574912267
2018-10-05,202,186,134,13,111.0,145.0,128.0,15.0,229.0,-1.4,-0.005975685143210415
2018-10-08,79,132,100,21,202.0,186.0,134.0,13.0,105.0,-1.4,-0.006455176222858934
2018-10-09,66,85,119,10,79.0,132.0,100.0,21.0,105.0,-1.4,0.002682459501828886
2018-10-10,167,151,176,8,66.0,85.0,119.0,10.0,105.0,-1.4,3.479592191791957e-05
2018-10-11,332,315,175,33,167.0,151.0,176.0,8.0,105.0,-1.4,-0.029738869713767643
2018-10-12,63,80,116,7,332.0,315.0,175.0,33.0,105.0,-1.4,-0.017720513930994546
2018-10-15,137,193,95,26,63.0,80.0,116.0,7.0,105.0,-1.4,-0.0029627488528380717
2018-10-16,115,155,107,13,137.0,193.0,95.0,26.0,105.0,-1.4,-0.004173471239339626
2018-10-17,147,176,92,21,115.0,155.0,107.0,13.0,105.0,-1.4,0.013738250180766284
2018-10-18,98,104,81,9,147.0,176.0,92.0,21.0,105.0,-1.4,3.5658251319322866e-05
2018-10-19,88,94,87,13,98.0,104.0,81.0,9.0,105.0,-1.4,-0.010737294201861132
2018-10-22,108,98,85,7,88.0,94.0,87.0,13.0,105.0,-1.4,-0.003175405044563907
2018-10-23,122,181,118,16,108.0,98.0,85.0,7.0,105.0,-1.4,-0.007184115523465737
2018-10-24,168,265,190,40,122.0,181.0,118.0,16.0,105.0,-1.4,0.009817309466691364
2018-10-25,125,100,154,16,168.0,265.0,190.0,40.0,105.0,-1.4,-0.02930523542970033
2018-10-26,105,108,101,12,125.0,100.0,154.0,16.0,105.0,-1.4,0.010097987882414498
2018-10-29,100,88,163,15,105.0,108.0,101.0,12.0,105.0,-1.4,-0.0022187123947052943
2018-10-30,121,151,105,11,100.0,88.0,163.0,15.0,105.0,-1.4,-0.01837797619047618
2018-10-31,91,85,97,9,121.0,151.0,105.0,11.0,105.0,-1.4,0.01554974020555985
2018-11-01,38,61,91,2,91.0,85.0,97.0,9.0,105.0,-1.4,-7.389617587283138e-05
2018-11-02,78,69,70,10,38.0,61.0,91.0,2.0,105.0,-1.4,0.007032400589101502
2018-11-05,51,97,55,3,78.0,69.0,70.0,10.0,212.0,-1.4,-0.010409463148316702
2018-11-06,38,51,71,3,51.0,97.0,55.0,3.0,212.0,-1.4,0.003487006313316652
2018-11-07,40,94,97,10,38.0,51.0,71.0,3.0,212.0,-1.4,0.006585687106688173
2018-11-08,85,113,89,5,40.0,94.0,97.0,10.0,212.0,-1.4,0.012429744920017251
2018-11-09,158,138,80,11,85.0,113.0,89.0,5.0,212.0,-1.4,0.0013923101638641474
2018-11-12,72,79,88,12,158.0,138.0,80.0,11.0,212.0,-1.4,-0.0045514819195067975
2018-11-13,107,93,91,13,72.0,79.0,88.0,12.0,212.0,-1.4,-0.016667267938958855
2018-11-14,94,93,80,9,107.0,93.0,91.0,13.0,212.0,-1.4,-0.003771650371672243
2018-11-15,75,74,96,10,94.0,93.0,80.0,9.0,212.0,-1.4,-0.01444412022176844
2018-11-16,68,76,100,11,75.0,74.0,96.0,10.0,212.0,-1.4,0.0157749832576829
2018-11-19,59,38,84,4,68.0,76.0,100.0,11.0,212.0,-1.4,0.007137863791898148
2018-11-20,61,68,97,9,59.0,38.0,84.0,4.0,212.0,-1.4,-0.014466214978941544
2018-11-21,72,68,66,5,61.0,68.0,97.0,9.0,212.0,-1.4,-0.0046728971962617175
2018-11-23,26,30,54,7,72.0,68.0,66.0,5.0,212.0,-1.4,-0.00315955766192745
2018-11-26,74,126,55,12,26.0,30.0,54.0,7.0,212.0,-1.4,0.00026597765787671245
2018-11-27,133,148,49,16,74.0,126.0,55.0,12.0,212.0,-1.4,0.006471517796674044
2018-11-28,58,52,80,11,133.0,148.0,49.0,16.0,212.0,-1.4,0.007734474731546153
2018-11-29,54,56,54,8,58.0,52.0,80.0,11.0,212.0,-1.4,0.018471810089020626
2018-11-30,82,76,58,12,54.0,56.0,54.0,8.0,212.0,-1.4,0.0009864455080195779
2018-12-03,63,64,84,6,82.0,76.0,58.0,12.0,212.0,-1.4,0.006719988313063712
2018-12-04,85,93,73,11,63.0,64.0,84.0,6.0,212.0,-1.4,-0.003496503496503359
2018-12-06,150,110,91,20,85.0,93.0,73.0,11.0,212.0,-1.4,-0.029169809965154312
2018-12-07,80,78,82,15,150.0,110.0,91.0,20.0,212.0,-1.4,0.014741275571600324
2018-12-10,65,52,57,11,80.0,78.0,82.0,15.0,92.0,-1.4,-0.02185853187857191
2018-12-11,85,98,81,9,65.0,52.0,57.0,11.0,92.0,-1.4,0.002657857766640045
2018-12-12,77,63,84,7,85.0,98.0,81.0,9.0,92.0,-1.4,-0.01318837330942251
2018-12-13,107,96,78,9,77.0,63.0,84.0,7.0,92.0,-1.4,-0.007514861479792304
2018-12-14,86,77,65,7,107.0,96.0,78.0,9.0,92.0,-1.4,-0.004314873180249052
2018-12-17,103,76,56,22,86.0,77.0,65.0,7.0,92.0,-1.4,-0.009469120778825495
2018-12-18,69,74,60,8,103.0,76.0,56.0,22.0,92.0,-1.4,-0.015574402467231938
2018-12-19,98,70,80,11,69.0,74.0,60.0,8.0,92.0,-1.4,-0.008242612752721527
2018-12-20,96,111,86,12,98.0,70.0,80.0,11.0,92.0,-1.4,-0.01532311792138573
2018-12-21,88,67,83,8,96.0,111.0,86.0,12.0,92.0,-1.4,-0.01076602897622679
2018-12-24,125,89,84,19,88.0,67.0,83.0,8.0,92.0,-1.3,-0.024479208883845426
2018-12-26,65,52,81,11,125.0,89.0,84.0,19.0,92.0,-1.3,-0.019661981258366757
2018-12-27,93,76,82,9,65.0,52.0,81.0,11.0,92.0,-1.3,0.04326821206085522
2018-12-28,59,72,73,9,93.0,76.0,82.0,9.0,92.0,-1.3,0.022673867337263467
2018-12-31,58,53,53,10,59.0,72.0,73.0,9.0,92.0,-1.3,-0.007332318294735205
2019-01-02,298,294,80,45,58.0,53.0,53.0,10.0,92.0,-1.3,0.0014425388684083395
2019-01-03,157,89,97,12,298.0,294.0,80.0,45.0,92.0,-1.3,0.0170745589072283
2019-01-04,86,82,92,9,157.0,89.0,97.0,12.0,92.0,-1.3,-0.016194658179913717
2019-01-08,74,106,65,5,86.0,82.0,92.0,9.0,240.0,-1.3,0.01938688961589718
2019-01-09,98,88,70,9,74.0,106.0,65.0,5.0,240.0,-1.3,-0.00019468888715836531
2019-01-10,79,85,72,8,98.0,88.0,70.0,9.0,240.0,-1.3,0.0015918620903868034
2019-01-11,54,49,58,9,79.0,85.0,72.0,8.0,240.0,-1.3,0.01022399125887772
2019-01-14,80,46,47,9,54.0,49.0,58.0,9.0,240.0,-1.3,0.005045017075442453
2019-01-15,76,66,76,13,80.0,46.0,47.0,9.0,240.0,-1.3,0.0021023125437980364
2019-01-16,99,88,72,9,76.0,66.0,76.0,13.0,240.0,-1.3,0.009813047862850165
2019-01-17,98,85,93,11,99.0,88.0,72.0,9.0,240.0,-1.3,0.0005750872215620678
2019-01-18,213,211,94,20,98.0,85.0,93.0,11.0,240.0,-1.3,0.011345717472404863
2019-01-22,83,87,62,11,213.0,211.0,94.0,20.0,240.0,-1.3,0.0055853271945051
2019-01-23,99,101,58,7,83.0,87.0,62.0,11.0,240.0,-1.3,-0.0074012536817460155
2019-01-24,117,133,77,13,99.0,101.0,58.0,7.0,240.0,-1.3,-0.002272641187833665
2019-01-25,106,76,64,8,117.0,133.0,77.0,13.0,240.0,-1.3,0.0012917442346416618
2019-01-28,95,57,74,9,106.0,76.0,64.0,8.0,240.0,-1.3,0.0006400361432173452
2019-01-29,111,64,102,9,95.0,57.0,74.0,9.0,240.0,-1.3,0.001404761000797314
2019-01-30,85,92,76,7,111.0,64.0,102.0,9.0,240.0,-1.3,-0.0019324037587147274
2019-01-31,80,120,121,20,85.0,92.0,76.0,7.0,240.0,-1.3,0.009354960392304644
2019-02-01,78,127,61,8,80.0,120.0,121.0,20.0,240.0,-1.3,0.00904639078912944
2019-02-04,75,99,68,16,78.0,127.0,61.0,8.0,237.0,-1.3,-0.00033314825097158977
2019-02-05,93,143,93,20,75.0,99.0,68.0,16.0,237.0,-1.3,0.006849061493465498
2019-02-06,118,163,126,18,93.0,143.0,93.0,20.0,237.0,-1.3,0.0024225517545148475
2019-02-07,114,155,60,15,118.0,163.0,126.0,18.0,237.0,-1.3,-0.0001832911763628116
2019-02-08,131,111,74,10,114.0,155.0,60.0,15.0,237.0,-1.3,-0.002952683250904301
2019-02-11,112,158,65,19,131.0,111.0,74.0,10.0,237.0,-1.3,0.006400000000000103
2019-02-12,86,113,65,9,112.0,158.0,65.0,19.0,237.0,-1.3,-0.0021386430678465487
2019-02-13,89,116,73,12,86.0,113.0,65.0,9.0,237.0,-1.3,0.006166948094853559
2019-02-14,88,99,79,24,89.0,116.0,73.0,12.0,237.0,-1.3,-0.00014543867941665863
2019-02-15,126,119,58,14,88.0,99.0,79.0,24.0,237.0,-1.3,0.002191540653079198
2019-02-19,150,124,1358,12,126.0,119.0,58.0,14.0,237.0,-1.3,0.00365465335070195
2019-02-20,125,131,656,11,150.0,124.0,1358.0,12.0,237.0,-1.3,0.004955150462962979
2019-02-21,68,66,3353,4,125.0,131.0,656.0,11.0,237.0,-1.3,0.002159749469061671
2019-02-22,94,101,1960,9,68.0,66.0,3353.0,4.0,237.0,-1.3,-0.0010082823190492355
2019-02-25,72,74,1096,8,94.0,101.0,1960.0,9.0,237.0,-1.3,0.0037035705296464454
2019-02-26,70,68,6074,7,72.0,74.0,1096.0,8.0,237.0,-1.3,-0.004310191287001875
2019-02-27,92,92,806,8,70.0,68.0,6074.0,7.0,237.0,-1.3,0.0006806864185146625
2019-02-28,66,59,792,9,92.0,92.0,806.0,8.0,237.0,-1.3,0.002441476375125689
2019-03-01,42,49,1185,9,66.0,59.0,792.0,9.0,237.0,-1.3,-0.0010037281330655748
2019-03-04,76,127,821,20,42.0,49.0,1185.0,9.0,237.0,-1.3,-7.131650263864573e-05
2019-03-05,42,75,767,21,76.0,127.0,821.0,20.0,237.0,-1.3,-0.007812500000000161
2019-03-06,58,65,1086,12,42.0,75.0,767.0,21.0,237.0,-1.3,-0.001860198898190021
2019-03-07,74,61,369,11,58.0,65.0,1086.0,12.0,237.0,-1.3,-0.006519792226401552
2019-03-08,78,86,913,14,74.0,61.0,369.0,11.0,237.0,-1.3,-0.006574431961853821
2019-03-11,74,48,1055,7,78.0,86.0,913.0,14.0,-50.0,-1.3,0.005568989521506492
2019-03-12,102,82,1155,4,74.0,48.0,1055.0,7.0,-50.0,-1.3,0.011552713797863864
2019-03-13,106,70,1737,12,102.0,82.0,1155.0,4.0,-50.0,-1.3,0.0015408872643876113
2019-03-14,70,62,530,11,106.0,70.0,1737.0,12.0,-50.0,-1.3,0.0030661722760979638
2019-03-15,91,76,548,6,70.0,62.0,530.0,11.0,-50.0,-1.3,-0.0007463482247573642
2019-03-18,104,95,3139,13,91.0,76.0,548.0,6.0,-50.0,-1.3,0.002744706637199621
2019-03-19,108,133,2583,15,104.0,95.0,3139.0,13.0,-50.0,-1.3,0.0027703782631858377
2019-03-20,37,39,3200,2,108.0,133.0,2583.0,15.0,-50.0,-1.3,-0.003915205812846156
2019-03-21,101,113,1043,8,37.0,39.0,3200.0,2.0,-50.0,-1.3,-0.002161893960873312
2019-03-22,97,88,1069,12,101.0,113.0,1043.0,8.0,-50.0,-1.3,0.014573831242873547
2019-03-25,48,72,1047,15,97.0,88.0,1069.0,12.0,-50.0,-1.3,-0.014017371654544263
2019-03-26,79,64,4756,13,48.0,72.0,1047.0,15.0,-50.0,-1.3,0.0006096030408434608
2019-03-27,54,72,909,12,79.0,64.0,4756.0,13.0,-50.0,-1.3,0.00046264991636711433
2019-03-28,47,43,472,4,54.0,72.0,909.0,12.0,-50.0,-1.3,-0.005193696417772531
2019-03-29,61,67,535,12,47.0,43.0,472.0,4.0,-50.0,-0.9,0.0012841091492775346
2019-04-01,68,135,48063,13,61.0,67.0,535.0,12.0,-50.0,-0.9,0.00031870816955285896
2019-04-02,43,56,697,9,68.0,135.0,48063.0,13.0,-50.0,-0.9,0.003969090270460118
2019-04-03,75,94,469,10,43.0,56.0,697.0,9.0,-50.0,-0.9,-0.00024472101803941116
2019-04-04,57,71,2104,6,75.0,94.0,469.0,10.0,-50.0,-0.9,-0.0031323959348460856
2019-04-05,25,45,459,4,57.0,71.0,2104.0,6.0,-50.0,-0.9,0.0013947974056769444
2019-04-08,86,129,2515,16,25.0,45.0,459.0,4.0,168.0,-0.9,0.0022575715476520464
2019-04-09,51,44,535,7,86.0,129.0,2515.0,16.0,168.0,-0.9,0.002395001735508496
2019-04-10,80,89,955,13,51.0,44.0,535.0,7.0,168.0,-0.9,-0.0014249965243988078
2019-04-11,70,92,901,16,80.0,89.0,955.0,13.0,168.0,-0.9,0.0018069986447511509
2019-04-12,76,104,820,4,70.0,92.0,901.0,16.0,168.0,-0.9,-0.002146591420558822
2019-04-15,195,268,2600,21,76.0,104.0,820.0,4.0,168.0,-0.9,0.0005517241379311207
2019-04-16,99,138,1022,18,195.0,268.0,2600.0,21.0,168.0,-0.9,-0.0009302646085997168
2019-04-17,117,175,579,17,99.0,138.0,1022.0,18.0,168.0,-0.9,-0.0027152431689292447
2019-04-18,76,77,422,17,117.0,175.0,579.0,17.0,168.0,-0.9,-0.006691832532601197
2019-04-22,131,157,1190,16,76.0,77.0,422.0,17.0,168.0,-0.9,-0.00027576697690465677
2019-04-23,93,139,1077,15,131.0,157.0,1190.0,16.0,168.0,-0.9,0.003803990732095189
2019-04-24,75,138,999,8,93.0,139.0,1077.0,15.0,168.0,-0.9,0.0075684601623778325
2019-04-25,119,128,1255,16,75.0,138.0,999.0,8.0,168.0,-0.9,-0.0019126336281976922
2019-04-26,63,94,408,12,119.0,128.0,1255.0,16.0,168.0,-0.9,-0.00023962755032176227
2019-04-29,158,216,1836,13,63.0,94.0,408.0,12.0,168.0,-0.3,0.00448476549127012
2019-04-30,61,78,1210,18,158.0,216.0,1836.0,13.0,168.0,-0.3,0.0012265340192838868
2019-05-01,76,78,1316,6,61.0,78.0,1210.0,18.0,168.0,-0.3,0.0018058536917781613
2019-05-02,89,107,1317,9,76.0,78.0,1316.0,6.0,168.0,-0.3,-0.009873778501628749
2019-05-03,76,83,1966,8,89.0,107.0,1317.0,9.0,168.0,-0.3,-0.001714207350521119
2019-05-06,129,180,960,23,76.0,83.0,1966.0,8.0,219.0,-0.3,0.0041322314049586075
2019-05-07,107,94,922,15,129.0,180.0,960.0,23.0,219.0,-0.3,0.012342264477095912
2019-05-08,81,111,646,14,107.0,94.0,922.0,15.0,219.0,-0.3,-0.007651214888850494
2019-05-09,93,121,947,10,81.0,111.0,646.0,14.0,219.0,-0.3,0.0
2019-05-10,71,87,946,11,93.0,121.0,947.0,10.0,219.0,-0.3,0.005013497878904767
2019-05-13,64,47,633,6,71.0,87.0,946.0,11.0,219.0,-0.3,0.0086828653455641
2019-05-14,92,116,424,21,64.0,47.0,633.0,6.0,219.0,-0.3,-0.005523688124070541
2019-05-15,156,135,1759,23,92.0,116.0,424.0,21.0,219.0,-0.3,0.0050001773112520595
2019-05-16,66,90,1229,11,156.0,135.0,1759.0,23.0,219.0,-0.3,0.012322880784118851
2019-05-17,92,94,2881,15,66.0,90.0,1229.0,11.0,219.0,-0.3,0.006507136859781743
2019-05-20,52,44,601,5,92.0,94.0,2881.0,15.0,219.0,-0.3,0.002454934418180503
2019-05-21,110,77,5582,14,52.0,44.0,601.0,5.0,219.0,-0.3,-0.0003872421319440035
2019-05-22,113,133,6887,10,110.0,77.0,5582.0,14.0,219.0,-0.3,0.002379036490221484
2019-05-23,121,114,2920,16,113.0,133.0,6887.0,10.0,219.0,-0.3,0.0006305832895428512
2019-05-24,132,132,11066,21,121.0,114.0,2920.0,16.0,219.0,-0.3,-0.00360220370108786
2019-05-28,49,67,4911,9,132.0,132.0,11066.0,21.0,219.0,-0.3,-0.0033833791499261173
2019-05-29,154,130,6795,19,49.0,67.0,4911.0,9.0,219.0,-0.3,-0.010385389805362246
2019-05-30,80,79,9027,15,154.0,130.0,6795.0,19.0,219.0,-0.3,-0.002294647018751723
2019-05-31,154,142,6157,30,80.0,79.0,9027.0,15.0,219.0,-0.2,-0.00028662534484626465
2019-06-03,119,112,909,19,154.0,142.0,6157.0,30.0,219.0,-0.2,-0.0033671252715423853
2019-06-04,92,87,858,8,119.0,112.0,909.0,19.0,219.0,-0.2,-0.0026878791180851014
2019-06-05,86,113,5030,13,92.0,87.0,858.0,8.0,219.0,-0.2,0.012305138568129216
